text,polarity,stem
φιλοαμερικανικός,-1,ΦΙΛΟΑΜΕΡΙΚΑΝΙΚ
φίδι,-1,ΦΙΔ
φθόνος,-1,ΦΘΟΝ
φερέφωνο,-1,ΦΕΡΕΦΩΝ
φελλός,-1,ΦΕΛΛ
φαφλατάς,-1,ΦΑΦΛΑΤ
φάτσα,-1,ΦΑΤΣ
φασιστοφιλελέδες,-1,ΦΑΣΙΣΤΟΦΙΛΕΛΕΔ
φασιστούλη,-1,ΦΑΣΙΣΤΟΥΛ
φασιστόμουτρο,-1,ΦΑΣΙΣΤΟΜΟΥΤΡ
φασιστοειδής,-1,ΦΑΣΙΣΤΟΕΙΔ
φασίστες,-1,ΦΑΣΙΣΤ
φασισταριό,-1,ΦΑΣΙΣΤΑΡΙ
φασισμός,-1,ΦΑΣΙΣΜ
φαρμακοτρίφτης,-1,ΦΑΡΜΑΚΟΤΡΙΦΤ
φάρα,-1,ΦΑΡ
φαντασιόπληκτος,-1,ΦΑΝΤΑΣΙΟΠΛΗΚΤ
φακιδιάρης,-1,ΦΑΚΙΔΙΑΡ
φαιδρός,-1,ΦΑΙΔΡ
υφεση,-1,ΥΦΕΣ
υστερικής,-1,ΥΣΤΕΡΙΚ
υστερία,-1,ΥΣΤΕΡΙ
υποχρεωτικός,-1,ΥΠΟΧΡΕΩΤΙΚ
υποχρέωση,-1,ΥΠΟΧΡΕΩΣ
υποκριτής,-1,ΥΠΟΚΡΙΤ
υποκρίνομαι,-1,ΥΠΟΚΡΙΝΟΜ
υποκείμενο,-1,ΥΠΟΚΕΙΜΕΝ
υπνηλία,-1,ΥΠΝΗΛΙ
υπερφίαλος,-1,ΥΠΕΡΦΙΑΛ
υπάνθρωπος,-1,ΥΠΑΝΘΡΩΠ
ύπανδρος,-1,ΥΠΑΝΔΡ
ύβρις,-1,ΥΒΡΙΣ
τύψη,-1,ΤΥΨ
τυφλοσούρτης,-1,ΤΥΦΛΟΣΟΥΡΤ
τύφλα,-1,ΤΥΦΛ
τυρόγαλο,-1,ΤΥΡΟΓΑΛ
τυποποίηση,-1,ΤΥΠΟΠΟΙΗΣ
τυπολάτρης,-1,ΤΥΠΟΛΑΤΡ
τυπικούρα,-1,ΤΥΠΙΚΟΥΡ
τσουτσέκι,-1,ΤΣΟΥΤΣΕΚ
τσούρμο,-1,ΤΣΟΥΡΜ
τσουλούφι,-1,ΤΣΟΥΛΟΥΦ
τσοπάνης,-1,ΤΣΟΠΑΝ
τσόντα,-1,ΤΣΟΝΤ
τσομπάνης,-1,ΤΣΟΜΠΑΝ
τσογλάνι,-1,ΤΣΟΓΛΑΝ
τσιράκι,-1,ΤΣΙΡΑΚ
τσίπα,-1,ΤΣΙΠ
τσιμπούκι,-1,ΤΣΙΜΠΟΥΚ
τσιμεντούπολη,-1,ΤΣΙΜΕΝΤΟΥΠΟΛ
τσιγκέλι,-1,ΤΣΙΓΚΕΛ
τσιγγάνος,-1,ΤΣΙΓΓΑΝ
τσιγγαναριό,-1,ΤΣΙΓΓΑΝΑΡΙ
τσαρλατάνος,-1,ΤΣΑΡΛΑΤΑΝ
τσακίδια,-1,ΤΣΑΚΙΔΙ
τσαγκαροδευτέρα,-1,ΤΣΑΓΚΑΡΟΔΕΥΤΕΡ
τρύπα,-1,ΤΡΥΠ
τρόμπας,-1,ΤΡΟΜΠ
τρομοκρατικολάγνων,-1,ΤΡΟΜΟΚΡΑΤΙΚΟΛΑΓΝ
τρομοκρατία,-1,ΤΡΟΜΟΚΡΑΤΙ
τρομοκράτες,-1,ΤΡΟΜΟΚΡΑΤ
τρίχα,-1,ΤΡΙΧ
τριτοκοσμικός,-1,ΤΡΙΤΟΚΟΣΜΙΚ
τρίο,-1,ΤΡΙ
τρεμάμενος,-1,ΤΡΕΜΑΜΕΝ
τρελός,-1,ΤΡΕΛ
τρελογιατρός,-1,ΤΡΕΛΟΓΙΑΤΡ
τρελάδικο,-1,ΤΡΕΛΑΔΙΚ
τραμπούκους,-1,ΤΡΑΜΠΟΥΚ
τραμπουκισμοί,-1,ΤΡΑΜΠΟΥΚΙΣΜ
τραμπάκουλο,-1,ΤΡΑΜΠΑΚΟΥΛ
τραλαλά,-1,ΤΡΑΛΑΛ
τράγος,-1,ΤΡΑΓ
τραγόπαπας,-1,ΤΡΑΓΟΠΑΠ
τραγογενής,-1,ΤΡΑΓΟΓΕΝ
τραγικός,-1,ΤΡΑΓΙΚ
τράβηγμα,-1,ΤΡΑΒΗΓΜ
τουρκόσπορος,-1,ΤΟΥΡΚΟΣΠΟΡ
τουρκομπαρόκ,-1,ΤΟΥΡΚΟΜΠΑΡΟΚ
τουρκομερίτης,-1,ΤΟΥΡΚΟΜΕΡΙΤ
τουρκιά,-1,ΤΟΥΡΚΙ
τουρκαλάς,-1,ΤΟΥΡΚΑΛ
τούμπανα,-1,ΤΟΥΜΠΑΝ
τουβούλα,-1,ΤΟΥΒΟΥΛ
τοποτηρητής,-1,ΤΟΠΟΤΗΡΗΤ
τοξικοί,-1,ΤΟΞΙΚ
τομάρια,-1,ΤΟΜΑΡΙ
τομάρι,-1,ΤΟΜΑΡ
τιποτένιος,-1,ΤΙΠΟΤΕΝΙ
τηλεγραφόξυλο,-1,ΤΗΛΕΓΡΑΦΟΞΥΛ
τζόβενο,-1,ΤΖΟΒΕΝ
τζιτζιφιόγκος,-1,ΤΖΙΤΖΙΦΙΟΓΚ
τεχνοκράτης,-1,ΤΕΧΝΟΚΡΑΤ
τεχνηέντως,-1,ΤΕΧΝΗΕΝΤ
τεφτέρι,-1,ΤΕΦΤΕΡ
τερψιλαρύγγια,-1,ΤΕΡΨΙΛΑΡΥΓΓΙ
τενεκές,-1,ΤΕΝΕΚ
τεμπελόσκυλο,-1,ΤΕΜΠΕΛΟΣΚΥΛ
ταρίφα,-1,ΤΑΡΙΦ
ταρατατζούμ,-1,ΤΑΡΑΤΑΤΖΟΥΜ
ταδόπουλος,-1,ΤΑΔΟΠΟΥΛ
ταγματαλήτης,-1,ΤΑΓΜΑΤΑΛΗΤ
ταβερνόβιος,-1,ΤΑΒΕΡΝΟΒΙ
ταβερνείο,-1,ΤΑΒΕΡΝΕΙ
σχολαστικός,-1,ΣΧΟΛΑΣΤΙΚ
σφυροκοπώ,-1,ΣΦΥΡΟΚΟΠ
σφουγγοκωλάριος,-1,ΣΦΟΥΓΓΟΚΩΛΑΡΙ
σφουγγαρόπανο,-1,ΣΦΟΥΓΓΑΡΟΠΑΝ
σφίξιμο,-1,ΣΦΙΞΙΜ
σφίγγω,-1,ΣΦΙΓΓ
σφαγή,-1,ΣΦΑΓ
σφαγέα,-1,ΣΦΑΓΕ
συστέλλομαι,-1,ΣΥΣΤΕΛΛΟΜ
συρφετός,-1,ΣΥΡΦΕΤ
συνωμότες,-1,ΣΥΝΩΜΟΤ
συνωμοσία,-1,ΣΥΝΩΜΟΣΙ
συντρόφισσα,-1,ΣΥΝΤΡΟΦΙΣΣ
συντρόφι,-1,ΣΥΝΤΡΟΦ
συντηρητικός,-1,ΣΥΝΤΗΡΗΤΙΚ
συντεχνιακός,-1,ΣΥΝΤΕΧΝΙΑΚ
συντεχνία,-1,ΣΥΝΤΕΧΝΙ
συντετριμμένος,-1,ΣΥΝΤΕΤΡΙΜΜΕΝ
συνταξιούχος,-1,ΣΥΝΤΑΞΙΟΥΧ
συνταγή,-1,ΣΥΝΤΑΓ
συνομοταξία,-1,ΣΥΝΟΜΟΤΑΞΙ
συνοικέσιο,-1,ΣΥΝΟΙΚΕΣΙ
σύννεφο,-1,ΣΥΝΝΕΦ
συνεσταλμένος,-1,ΣΥΝΕΣΤΑΛΜΕΝ
συνενοχή,-1,ΣΥΝΕΝΟΧ
συνειρμός,-1,ΣΥΝΕΙΡΜ
σύμπτωμα,-1,ΣΥΜΠΤΩΜ
σύμπλεγμα,-1,ΣΥΜΠΛΕΓΜ
συμορία,-1,ΣΥΜΟΡΙ
συμμοριτοπόλεμος,-1,ΣΥΜΜΟΡΙΤΟΠΟΛΕΜ
συμμορίτισσα,-1,ΣΥΜΜΟΡΙΤΙΣΣ
συμμορίτης,-1,ΣΥΜΜΟΡΙΤ
συμμορία,-1,ΣΥΜΜΟΡΙ
συμβία,-1,ΣΥΜΒΙ
συλλυπούμαι,-1,ΣΥΛΛΥΠΟΥΜ
συκοφαντίες,-1,ΣΥΚΟΦΑΝΤΙ
σύγκρυο,-1,ΣΥΓΚΡΥ
συγκεχυμένος,-1,ΣΥΓΚΕΧΥΜΕΝ
συγκάληψης,-1,ΣΥΓΚΑΛΗΨ
στυφός,-1,ΣΤΥΦ
στυμμένο,-1,ΣΤΥΜΜΕΝ
στυγνός,-1,ΣΤΥΓΝ
στρεβλός,-1,ΣΤΡΕΒΛ
στρατός,-1,ΣΤΡΑΤ
στρατολογία,-1,ΣΤΡΑΤΟΛΟΓΙ
στρατιωτίνα,-1,ΣΤΡΑΤΙΩΤΙΝ
στρατιώτης,-1,ΣΤΡΑΤΙΩΤ
στρατιωτάκι,-1,ΣΤΡΑΤΙΩΤΑΚ
στραβωμάρα,-1,ΣΤΡΑΒΩΜΑΡ
στραβούλιακας,-1,ΣΤΡΑΒΟΥΛΙΑΚ
στραβός,-1,ΣΤΡΑΒ
στραβοκάνης,-1,ΣΤΡΑΒΟΚΑΝ
στραβάδι,-1,ΣΤΡΑΒΑΔ
στούρνος,-1,ΣΤΟΥΡΝ
στουρνάρι,-1,ΣΤΟΥΡΝΑΡ
στουπί,-1,ΣΤΟΥΠ
στουμπώνω,-1,ΣΤΟΥΜΠΩΝ
στούμπος,-1,ΣΤΟΥΜΠ
στόμωμα,-1,ΣΤΟΜΩΜ
στίφη,-1,ΣΤΙΦ
στιλιζάρισμα,-1,ΣΤΙΛΙΖΑΡΙΣΜ
στηθοκοπιέμαι,-1,ΣΤΗΘΟΚΟΠΙΕΜ
στερώ,-1,ΣΤΕΡ
στέρηση,-1,ΣΤΕΡΗΣ
στερεότυπος,-1,ΣΤΕΡΕΟΤΥΠ
στενόχωρος,-1,ΣΤΕΝΟΧΩΡ
στενοχώρια,-1,ΣΤΕΝΟΧΩΡΙ
στενοχωρημένος,-1,ΣΤΕΝΟΧΩΡΗΜΕΝ
στενάχωρος,-1,ΣΤΕΝΑΧΩΡ
στέκα,-1,ΣΤΕΚ
στεγνώνω,-1,ΣΤΕΓΝΩΝ
στέγνα,-1,ΣΤΕΓΝ
σταχτοπούτα,-1,ΣΤΑΧΤΟΠΟΥΤ
στατικός,-1,ΣΤΑΤΙΚ
στασιμότητα,-1,ΣΤΑΣΙΜΟΤΗΤ
σπουδαιολογία,-1,ΣΠΟΥΔΑΙΟΛΟΓΙ
σπουδαιολόγημα,-1,ΣΠΟΥΔΑΙΟΛΟΓΗΜ
σπέκουλα,-1,ΣΠΕΚΟΥΛ
σπαραχτικός,-1,ΣΠΑΡΑΧΤΙΚ
σπαραξικάρδιος,-1,ΣΠΑΡΑΞΙΚΑΡΔΙ
σπαράζω,-1,ΣΠΑΡΑΖ
σουφραζέτα,-1,ΣΟΥΦΡΑΖΕΤ
σουτάρω,-1,ΣΟΥΤΑΡ
σουτ,-1,ΣΟΥΤ
σουρεαλιστικός,-1,ΣΟΥΡΕΑΛΙΣΤΙΚ
σουρεάλ,-1,ΣΟΥΡΕΑΛ
σούργελα,-1,ΣΟΥΡΓΕΛ
σουλιμάς,-1,ΣΟΥΛΙΜ
σουβλιά,-1,ΣΟΥΒΛΙ
σουαρέ,-1,ΣΟΥΑΡ
σοκάρω,-1,ΣΟΚΑΡ
σόι,-1,σόι
σκύλος,-1,ΣΚΥΛ
σκυλομούρης,-1,ΣΚΥΛΟΜΟΥΡ
σκυλολόι,-1,ΣΚΥΛΟΛ
σκυλάραπας,-1,ΣΚΥΛΑΡΑΠ
σκουπίδι,-1,ΣΚΟΥΠΙΔ
σκοτίζω,-1,ΣΚΟΤΙΖ
σκοταδισμού,-1,ΣΚΟΤΑΔΙΣΜ
σκοπιμότητα,-1,ΣΚΟΠΙΜΟΤΗΤ
σκληρά,-1,ΣΚΛΗΡ
σκλάβος,-1,ΣΚΛΑΒ
σκλαβιά,-1,ΣΚΛΑΒΙ
σκέλια,-1,ΣΚΕΛΙ
σκελετός,-1,ΣΚΕΛΕΤ
σκάω,-1,ΣΚΑ
σκατουλίτσα,-1,ΣΚΑΤΟΥΛΙΤΣ
σκατουλάκι,-1,ΣΚΑΤΟΥΛΑΚ
σκατούλα,-1,ΣΚΑΤΟΥΛ
σκατόλογα,-1,ΣΚΑΤΟΛΟΓ
σκατοδουλειά,-1,ΣΚΑΤΟΔΟΥΛΕΙ
σκατόγρια,-1,ΣΚΑΤΟΓΡΙ
σκατόγερος,-1,ΣΚΑΤΟΓΕΡ
σκατίλα,-1,ΣΚΑΤΙΛ
σκατένιος,-1,ΣΚΑΤΕΝΙ
σκατάκια,-1,ΣΚΑΤΑΚΙ
σκατά,-1,ΣΚΑΤ
σκασμός,-1,ΣΚΑΣΜ
σκάνδαλο,-1,ΣΚΑΝΔΑΛ
σκανδαλιστικός,-1,ΣΚΑΝΔΑΛΙΣΤΙΚ
σιωπή,-1,ΣΙΩΠ
σιχασιά,-1,ΣΙΧΑΣΙ
σιχαμάρα,-1,ΣΙΧΑΜΑΡ
σιχαίνομαι,-1,ΣΙΧΑΙΝΟΜ
σιτεμένος,-1,ΣΙΤΕΜΕΝ
σιροπιάζω,-1,ΣΙΡΟΠΙΑΖ
σινάφι,-1,ΣΙΝΑΦ
σιλικονάτος,-1,ΣΙΛΙΚΟΝΑΤ
σβίγκος,-1,ΣΒΙΓΚ
σαστισμένος,-1,ΣΑΣΤΙΣΜΕΝ
σαστίζω,-1,ΣΑΣΤΙΖ
σαρξ,-1,ΣΑΡΞ
σαρκίο,-1,ΣΑΡΚΙ
σάρκα,-1,ΣΑΡΚ
σαρδάμ,-1,ΣΑΡΔΑΜ
σαράβαλο,-1,ΣΑΡΑΒΑΛ
σαπουνόπερα,-1,ΣΑΠΟΥΝΟΠΕΡ
σαντέζα,-1,ΣΑΝΤΕΖ
σανοφάγος,-1,ΣΑΝΟΦΑΓ
σαμιαμίθι,-1,ΣΑΜΙΑΜΙΘ
σαμιαμίδι,-1,ΣΑΜΙΑΜΙΔ
σαλιάρισμα,-1,ΣΑΛΙΑΡΙΣΜ
σαλιαρίζω,-1,ΣΑΛΙΑΡΙΖ
σακάτισσα,-1,ΣΑΚΑΤΙΣΣ
σακατιλίκι,-1,ΣΑΚΑΤΙΛΙΚ
σαδιστικός,-1,ΣΑΔΙΣΤΙΚ
σαδιστής,-1,ΣΑΔΙΣΤ
σαδισμός,-1,ΣΑΔΙΣΜ
σαβούρα,-1,ΣΑΒΟΥΡ
ροχάλες,-1,ΡΟΧΑΛ
ρουφιάνος,-1,ΡΟΥΦΙΑΝ
ρουφήχτρα,-1,ΡΟΥΦΗΧΤΡ
ρουσφέτια,-1,ΡΟΥΣΦΕΤΙ
ρόπαλα,-1,ΡΟΠΑΛ
ρημάδα,-1,ΡΗΜΑΔ
ρετσέτα,-1,ΡΕΤΣΕΤ
ρετάλι,-1,ΡΕΤΑΛ
ρεταλάκι,-1,ΡΕΤΑΛΑΚ
ρεμπεσκές,-1,ΡΕΜΠΕΣΚ
ρεβεράντζα,-1,ΡΕΒΕΡΑΝΤΖ
ρατσισμό,-1,ΡΑΤΣΙΣΜ
ραμολιμέντο,-1,ΡΑΜΟΛΙΜΕΝΤ
ραμόλης,-1,ΡΑΜΟΛ
ραλίστας,-1,ΡΑΛΙΣΤ
ραγίζω,-1,ΡΑΓΙΖ
ραγιάς,-1,ΡΑΓΙ
ραγιαδισμός,-1,ΡΑΓΙΑΔΙΣΜ
ραγιάδικος,-1,ΡΑΓΙΑΔΙΚ
πώρωση,-1,ΠΩΡΩΣ
πύρωση,-1,ΠΥΡΩΣ
πυρώνω,-1,ΠΥΡΩΝ
πυρπολώ,-1,ΠΥΡΠΟΛ
πυρετός,-1,ΠΥΡΕΤ
πυργοδεσπότης,-1,ΠΥΡΓΟΔΕΣΠΟΤ
πυργοδέσποινα,-1,ΠΥΡΓΟΔΕΣΠΟΙΝ
πρωτάκι,-1,ΠΡΩΤΑΚ
προώλης,-1,ΠΡΟΩΛ
προχειρότητα,-1,ΠΡΟΧΕΙΡΟΤΗΤ
πρόχειρος,-1,ΠΡΟΧΕΙΡ
προφήτισσα,-1,ΠΡΟΦΗΤΙΣΣ
προφήτης,-1,ΠΡΟΦΗΤ
προφέσορας,-1,ΠΡΟΦΕΣΟΡ
προσωπίδα,-1,ΠΡΟΣΩΠΙΔ
προσωπείο,-1,ΠΡΟΣΩΠΕΙ
προσυμφωνώ,-1,ΠΡΟΣΥΜΦΩΝ
προσποιητός,-1,ΠΡΟΣΠΟΙΗΤ
προσποίηση,-1,ΠΡΟΣΠΟΙΗΣ
προσήλυτος,-1,ΠΡΟΣΗΛΥΤ
προδότης,-1,ΠΡΟΔΟΤ
προδοσία,-1,ΠΡΟΔΟΣΙ
προβοκάτσια,-1,ΠΡΟΒΟΚΑΤΣΙ
πρακτόρευση,-1,ΠΡΑΚΤΟΡΕΥΣ
πράκτορα,-1,ΠΡΑΚΤΟΡ
πραιτοριανός,-1,ΠΡΑΙΤΟΡΙΑΝ
πραγματιστής,-1,ΠΡΑΓΜΑΤΙΣΤ
πουτσότριχες,-1,ΠΟΥΤΣΟΤΡΙΧ
πούτσος,-1,ΠΟΥΤΣ
πουτσαράς,-1,ΠΟΥΤΣΑΡ
πουστιές,-1,ΠΟΥΣΤΙ
πούστης,-1,ΠΟΥΣΤ
πουσταριό,-1,ΠΟΥΣΤΑΡΙ
πουσταράς,-1,ΠΟΥΣΤΑΡ
πορνογραφία,-1,ΠΟΡΝΟΓΡΑΦΙ
ποντικοκούραδο,-1,ΠΟΝΤΙΚΟΚΟΥΡΑΔ
πόνος,-1,ΠΟΝ
πονηρός,-1,ΠΟΝΗΡ
πονηροδόλιος,-1,ΠΟΝΗΡΟΔΟΛΙ
πονάω,-1,ΠΟΝΑ
πολύξερος,-1,ΠΟΛΥΞΕΡ
πολιτικαντισμός,-1,ΠΟΛΙΤΙΚΑΝΤΙΣΜ
πολιτικάντικος,-1,ΠΟΛΙΤΙΚΑΝΤΙΚ
πολιτικάντης,-1,ΠΟΛΙΤΙΚΑΝΤ
ποδοσφαιροποίηση,-1,ΠΟΔΟΣΦΑΙΡΟΠΟΙΗΣ
πλήττω,-1,ΠΛΗΤΤ
πλήξη,-1,ΠΛΗΞ
πλέμπα,-1,ΠΛΕΜΠ
πλαστός,-1,ΠΛΑΣΤ
πλαντάζω,-1,ΠΛΑΝΤΑΖ
πλάκωση,-1,ΠΛΑΚΩΣ
πλακώνω,-1,ΠΛΑΚΩΝ
πλάκωμα,-1,ΠΛΑΚΩΜ
πίπα,-1,ΠΙΠ
πίκρισμα,-1,ΠΙΚΡΙΣΜ
πικρίζω,-1,ΠΙΚΡΙΖ
πικρία,-1,ΠΙΚΡΙ
πικραμένος,-1,ΠΙΚΡΑΜΕΝ
πίκρα,-1,ΠΙΚΡ
πίκα,-1,ΠΙΚ
πιθικάκια,-1,ΠΙΘΙΚΑΚΙ
πίεση,-1,ΠΙΕΣ
πιατικό,-1,ΠΙΑΤΙΚ
πήξιμο,-1,ΠΗΞΙΜ
πήζω,-1,ΠΗΖ
πετσί,-1,ΠΕΤΣ
πέτρινος,-1,ΠΕΤΡΙΝ
περιφρόνηση,-1,ΠΕΡΙΦΡΟΝΗΣ
περιττολογία,-1,ΠΕΡΙΤΤΟΛΟΓΙ
περισπούδαστος,-1,ΠΕΡΙΣΠΟΥΔΑΣΤ
περιπαθής,-1,ΠΕΡΙΠΑΘ
περίεργος,-1,ΠΕΡΙΕΡΓ
